Review_date,Reviewer_name,Review_title,Review_description,Rating
"January 9, 2021",tracyb68,Nice to wipe things,Nice to wipe things down. Quick and easy to use. I grab a couple to wipe down door handles around the house fairly frequently to prevent getting Covid.,5.0
"January 8, 2021",1aurenmac,I love the convenience,I love the convenience of a disinfectant wipe! It just helps keeping things clean after a long day a little easier. I love wiping down my kitchen and bathroom counters with these wipes in between cleanings.,5.0
"January 8, 2021",Charles,Product needs to be sold to Everyone,"Great product, badly needed for general population not just health care facilities, business who are overpricing this product for more money",5.0
"January 8, 2021",shevonh,"These work great, have","These work great, have plenty of product on them & don't dry out as easily. This particular scent is good & strong & they clean so well.",4.0
"January 7, 2021",heyitsbritt,My favorite go to,"My favorite go to cleaning product because I can use on almost every surface! They don't have a nasty smell and get things super clean and germ free. I can use in my kitchen counter, sinks around bathroom tubs, on the toilets, on walls, doors; overall they are life savers you don't have to spray something that's dangerous for pets or children but you can clean every surface and it looks sparkly clean.",5.0
"January 7, 2021",mms526,I feel good that,I feel good that I'm keeping my house clean with these on hand. I question if knock offs have the same claims so try to stick to Clorox if I can.,5.0
"January 7, 2021",aliciamariedb7cf087,Always great. I love,Always great. I love how clean everything feels after using these. I don't always love how chemical it smells,4.0
"January 6, 2021",megvish,Whoever knew that three,"Whoever knew that three year of 2019 would be the year of Clorox wipes, sanitizer and toilet paper. When I find these in stores nowadays it's like striking gold. I love these just to give everything a solid clean. You know these do the job and get rid of the germs.",5.0
"January 6, 2021",stickvacuumuser,Lucky to Find,"Hard to find item, but worth the wait and search.",5.0
"January 3, 2021",annemarieok,"What can I say,","What can I say, when there's a potentially killer virus looming you go with the trusted name. And when you're lazy you go with wipes. These don't dry out in the canister and they hold the product instead of the other drippy brands. Luckily I was on auto ship before the hoarding started so my stash lasted a long time. This also doesn't dry out your hands.",5.0
"January 12, 2021",Taneesha,Null,Arrived the next day! Great quality and you will receive every that is shown.,5.0
"January 12, 2021",kenj3,These disinfecting wipes are,These disinfecting wipes are perfect for kids to clean their desk as the end of the day. They kill 99.9% viruses and bacteria. Love the fresh smell as we leave daily.,5.0
"January 12, 2021",lizh217,These are sometimes hard,"These are sometimes hard to find being that we are still pushing through this pandemic. When I do find them, I am happy because these are very efficient and easy to use. I can wipe down counters and doorknobs etc and throw away! The smell is clean, not overwhelming. Thanks Clorox!",5.0
"January 12, 2021",Jennifer,Nice package,"Was excited when I seen I could get this pack delivered, ahh miss the old days.",5.0
"January 1, 2021",heathers27,"I love these wipes,","I love these wipes, I use them to wipe down almost everything surface wise in my kitchen and on door knobs, the bathroom sinks, i even have a travel sized pack in my purse because, ya know, coronavirus! And they smell okay, much better than the plain ones.",5.0
"January 1, 2021",amandab439,Super awesome@to have around,Super awesome@to have around the house especially how this year has been. My only con is that one wipe doesn't get you that far but I always buy these when they're available at the store.,4.0
